nb_courses,chiffre_affaires_usd,courses_par_jour,panier_moyen_usd,distance_moyenne_miles,duree_moyenne_min,revenu_par_minute_usd,part_paiement_carte_pct,taux_pourboire_carte_pct
7440812,114788696.0,240026.0,15.43,2.83,13.0,1.19,72.0,20.2
